Nº de referencia,Asociación de tabla,Clave ajena,Desactivado,Descripción,Fecha de creación,Fecha de última actualización,ID de archivo anexo,Índice de palabras clave,Nombre,Nombre de archivo de usuario ,Nombre de archivo local,Privado,Secuencia,Tamaño,Tipo,Tipo de contenido
160701-000049,Incidentes,559,,,'2016-07-01 13:01:00','2016-07-01 13:01:00',819,,,raw_message.mht,0701/014673888618321-pSOuXq,,,10713,,text/html
160701-000050,Incidentes,560,,,'2016-07-01 13:01:03','2016-07-01 13:01:03',820,,,raw_message.mht,0701/014673888648534-ZzZwXq,,,21437,,text/html
160701-000051,Incidentes,561,,,'2016-07-01 13:15:51','2016-07-01 13:15:51',823,,,Denuncia.pdf,0701/0146738975218520-T5x27W,,,65544,,application/x-any
160701-000051,Incidentes,561,,,'2016-07-01 13:15:51','2016-07-01 13:15:51',824,,,raw_message.mht,0701/1146738975218520-3Hgom8,,,112170,,text/html
160701-000052,Incidentes,562,,,'2016-07-01 13:15:51','2016-07-01 13:15:51',825,,,Formulario QBE.pdf,0701/0146738975218533-mdwhme,,,142288,,application/pdf
160701-000052,Incidentes,562,,,'2016-07-01 13:15:51','2016-07-01 13:15:51',826,,,raw_message.mht,0701/1146738975218533-XesvNM,,,251895,,text/html
160701-000053,Incidentes,563,,,'2016-07-01 13:15:53','2016-07-01 13:15:53',827,,,constancia afip.pdf,0701/0146738975418629-yCcnMf,,,757751,,application/pdf
160701-000053,Incidentes,563,,,'2016-07-01 13:15:53','2016-07-01 13:15:53',828,,,raw_message.mht,0701/1146738975418629-B4KKxw,,,1055051,,text/html
160701-000054,Incidentes,564,,,'2016-07-01 13:15:55','2016-07-01 13:15:55',829,,,raw_message.mht,0701/0146738975518710-5q6dHL,,,21379,,text/html
160701-000057,Incidentes,565,,,'2016-07-01 13:30:50','2016-07-01 13:30:50',834,,,raw_message.mht,0701/0146739065112748-aMEpaz,,,13522,,text/html
160701-000058,Incidentes,566,,,'2016-07-01 13:30:50','2016-07-01 13:30:50',835,,,raw_message.mht,0701/0146739065212766-ubSPnT,,,39762,,text/html
160701-000059,Incidentes,567,,,'2016-07-01 14:00:55','2016-07-01 14:00:55',836,,,img020.jpg,0701/014673924568059-4BBCFk,,,1639420,,image/jpeg
160701-000059,Incidentes,567,,,'2016-07-01 14:00:55','2016-07-01 14:00:55',837,,,Pruyas cobertura.pdf,0701/114673924568059-j6lQmL,,,68419,,application/pdf
160701-000059,Incidentes,567,,,'2016-07-01 14:00:55','2016-07-01 14:00:55',838,,,Pruyas circulacion.pdf,0701/214673924568059-06RM4b,,,73101,,application/pdf
160701-000059,Incidentes,567,,,'2016-07-01 14:00:55','2016-07-01 14:00:55',839,,,img021.jpg,0701/314673924568059-v1fASC,,,1417843,,image/jpeg
160701-000059,Incidentes,567,,,'2016-07-01 14:00:55','2016-07-01 14:00:55',840,,,raw_message.mht,0701/414673924568059-AAr3d4,,,4399627,,text/html
160701-000061,Incidentes,568,,,'2016-07-01 14:15:54','2016-07-01 14:15:54',841,,,raw_message.mht,0701/0146739335413324-Sw7iok,,,13764,,text/html
160701-000062,Incidentes,569,,,'2016-07-01 14:15:54','2016-07-01 14:15:54',842,,,raw_message.mht,0701/0146739335513326-y7NtQw,,,10644,,text/html
160701-000066,Incidentes,571,,,'2016-07-01 14:45:55','2016-07-01 14:45:55',843,,,raw_message.mht,0701/014673951567853-HeM8gk,,,21451,,text/html
160701-000067,Incidentes,572,,,'2016-07-01 14:45:55','2016-07-01 14:45:55',844,,,raw_message.mht,0701/014673951567865-rWis3d,,,4159,,text/html
160701-000068,Incidentes,573,,,'2016-07-01 14:45:57','2016-07-01 14:45:57',845,,,raw_message.mht,0701/014673951588017-DPtkUu,,,2937,,text/html
160701-000069,Incidentes,574,,,'2016-07-01 14:45:59','2016-07-01 14:45:59',846,,,raw_message.mht,0701/014673951608108-7t2y5i,,,3330,,text/html
160701-000071,Incidentes,576,,,'2016-07-01 15:00:54','2016-07-01 15:00:54',847,,,raw_message.mht,0701/0146739605510634-l0RNhH,,,13895,,text/html
160701-000072,Incidentes,577,,,'2016-07-01 15:00:54','2016-07-01 15:00:54',848,,,raw_message.mht,0701/0146739605510646-FQrklQ,,,8270,,text/html
160701-000073,Incidentes,578,,,'2016-07-01 15:00:58','2016-07-01 15:00:58',850,,,Anexo 1.eml,0701/0146739605910765-ndLvoa,,,27510,,message/rfc822
160701-000073,Incidentes,578,,,'2016-07-01 15:00:58','2016-07-01 15:00:58',851,,,Anexo 2.eml,0701/1146739605910765-qTdoPD,,,12072,,message/rfc822
160701-000073,Incidentes,578,,,'2016-07-01 15:00:58','2016-07-01 15:00:58',852,,,raw_message.mht,0701/2146739605910765-FaQTPB,,,62906,,text/html
160701-000074,Incidentes,579,,,'2016-07-01 15:01:00','2016-07-01 15:01:00',853,,,raw_message.mht,0701/0146739606110869-Kq3o5c,,,10332,,text/html
160701-000076,Incidentes,580,,,'2016-07-01 15:15:55','2016-07-01 15:15:55',856,,,raw_message.mht,0701/0146739695624545-mUU6xK,,,10848,,text/html
160701-000077,Incidentes,581,,,'2016-07-01 15:15:56','2016-07-01 15:15:56',857,,,raw_message.mht,0701/0146739695624560-VBc4ig,,,18485,,text/html
160701-000078,Incidentes,582,,,'2016-07-01 15:15:58','2016-07-01 15:15:58',861,,,raw_message.mht,0701/0146739695924759-2cuR6q,,,185880,,text/html
160701-000079,Incidentes,583,,,'2016-07-01 15:16:00','2016-07-01 15:16:00',863,,,boleta de deposito.docx,0701/0146739696124930-GaRdGm,,,298620,,application/vnd.openxmlformats-officedocument.wordprocessingml.document
160701-000079,Incidentes,583,,,'2016-07-01 15:16:00','2016-07-01 15:16:00',864,,,raw_message.mht,0701/1146739696124930-r6XFFn,,,439648,,text/html
160701-000080,Incidentes,584,,,'2016-07-01 15:16:02','2016-07-01 15:16:02',865,,,raw_message.mht,0701/0146739696325093-20UV8H,,,14143,,text/html
160701-000085,Incidentes,587,,,'2016-07-01 15:45:51','2016-07-01 15:45:51',867,,,raw_message.mht,0701/014673987524297-X4b5KE,,,18385,,text/html
160701-000086,Incidentes,588,,,'2016-07-01 15:45:52','2016-07-01 15:45:52',868,,,raw_message.mht,0701/014673987524334-6TZ8Sd,,,40913,,text/html
160701-000092,Incidentes,592,,,'2016-07-01 16:15:53','2016-07-01 16:15:53',873,,,raw_message.mht,0701/014674005543250-xkRkYJ,,,8571,,text/html
160701-000093,Incidentes,593,,,'2016-07-01 16:15:53','2016-07-01 16:15:53',874,,,raw_message.mht,0701/014674005543238-NlpCt8,,,90821,,text/html
160701-000094,Incidentes,594,,,'2016-07-01 16:15:58','2016-07-01 16:15:58',875,,,raw_message.mht,0701/014674005593466-zTopUo,,,8672,,text/html
160701-000102,Incidentes,599,,,'2016-07-01 16:45:49','2016-07-01 16:45:49',876,,,raw_message.mht,0701/0146740234926200-6ePqW7,,,10353,,text/html
160701-000104,Incidentes,600,,,'2016-07-01 17:00:54','2016-07-01 17:00:54',878,,,raw_message.mht,0701/01467403255411-guJBcQ,,,30814,,text/html
160701-000109,Incidentes,602,,,'2016-07-01 17:45:49','2016-07-01 17:45:49',880,,,error-LaBuenosAires.xlsx,0701/0146740595020070-HTqfTo,,,11310,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
160701-000109,Incidentes,602,,,'2016-07-01 17:45:49','2016-07-01 17:45:49',881,,,raw_message.mht,0701/1146740595120070-cyeMy9,,,32440,,text/html
160701-000109,Incidentes,602,,,'2016-07-05 08:45:47','2016-07-05 08:45:47',1103,,,error-LaBuenosAires.xlsx,0705/0146771914725423-cIYqMi,,,11310,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
160701-000109,Incidentes,602,,,'2016-07-05 08:45:47','2016-07-05 08:45:47',1104,,,VISA 2016 05.pdf,0705/1146771914725423-x7n02R,,,69078,,application/pdf
160701-000109,Incidentes,602,,,'2016-07-05 08:45:47','2016-07-05 08:45:47',1105,,,VISA 2016 04.pdf,0705/2146771914725423-8S5ikr,,,68859,,application/pdf
160701-000109,Incidentes,602,,,'2016-07-05 08:45:47','2016-07-05 08:45:47',1106,,,VISA 2016 03.pdf,0705/3146771914725423-Zc6nC0,,,69105,,application/pdf
160701-000109,Incidentes,602,,,'2016-07-05 08:45:47','2016-07-05 08:45:47',1107,,,VISA 2016 02.pdf,0705/4146771914725423-MUzbVz,,,61986,,application/pdf
160701-000110,Incidentes,603,,,'2016-07-01 17:45:49','2016-07-01 17:45:49',882,,,raw_message.mht,0701/0146740595020162-bvLLZ1,,,15848,,text/html
160701-000111,Incidentes,604,,,'2016-07-01 19:00:50','2016-07-01 19:00:50',886,,,raw_message.mht,0701/0146741045112095-ySwSFw,,,22996,,text/html
160701-000112,Incidentes,605,,,'2016-07-01 19:00:50','2016-07-01 19:00:50',887,,,Copia de poliza PLL532.pdf,0701/0146741045112080-ckr7CB,,,71126,,application/pdf
160701-000112,Incidentes,605,,,'2016-07-01 19:00:50','2016-07-01 19:00:50',888,,,raw_message.mht,0701/1146741045112080-z4DegO,,,128988,,text/html
160701-000113,Incidentes,606,,,'2016-07-01 20:15:48','2016-07-01 20:15:48',890,,,resumen(10).pdf,0701/0146741494926253-ViXpgh,,,310689,,application/pdf
160701-000113,Incidentes,606,,,'2016-07-01 20:15:48','2016-07-01 20:15:48',891,,,raw_message.mht,0701/1146741494926253-RVjFFx,,,462111,,text/html
160701-000114,Incidentes,607,,,'2016-07-01 20:30:48','2016-07-01 20:30:48',893,,,raw_message.mht,0701/0146741584822849-81NlC1,,,10615,,text/html
160701-000115,Incidentes,608,,,'2016-07-01 20:30:48','2016-07-01 20:30:48',894,,,raw_message.mht,0701/0146741584922863-okxUZh,,,79736,,text/html
160701-000116,Incidentes,609,,,'2016-07-01 21:30:42','2016-07-01 21:30:42',896,,,raw_message.mht,0701/0146741944211187-Iyqww7,,,36966,,text/html
160701-000117,Incidentes,610,,,'2016-07-01 21:30:42','2016-07-01 21:30:42',897,,,raw_message.mht,0701/0146741944211214-QY7CZV,,,10473,,text/html
160701-000118,Incidentes,611,,,'2016-07-01 23:15:45','2016-07-01 23:15:45',898,,,raw_message.mht,0701/0146742574511854-J3i3QU,,,10007,,text/html
160702-000000,Incidentes,612,,,'2016-07-02 00:45:43','2016-07-02 00:45:43',899,,,raw_message.mht,0702/0146743114314237-s4v0TN,,,29701,,text/html
160702-000001,Incidentes,613,,,'2016-07-02 01:30:42','2016-07-02 01:30:42',900,,,raw_message.mht,0702/0146743384312885-zueCgH,,,40250,,text/html
160702-000002,Incidentes,614,,,'2016-07-02 06:30:44','2016-07-02 06:30:44',901,,,raw_message.mht,0702/0146745184411025-Tb6XVe,,,27498,,text/html
160702-000003,Incidentes,615,,,'2016-07-02 07:00:47','2016-07-02 07:00:47',902,,,raw_message.mht,0702/0146745364724522-VNMdtc,,,43983,,text/html
160702-000004,Incidentes,616,,,'2016-07-02 07:45:41','2016-07-02 07:45:41',903,,,image001.gif,0702/014674563422862-YtPbud,,,1927,,image/gif
160702-000004,Incidentes,616,,,'2016-07-02 07:45:41','2016-07-02 07:45:41',904,,,raw_message.mht,0702/114674563422862-6vemNo,,,23671,,text/html
160702-000005,Incidentes,617,,,'2016-07-02 09:30:44','2016-07-02 09:30:44',905,,,raw_message.mht,0702/0146746264430705-mUuG8N,,,11009,,text/html
160702-000006,Incidentes,618,,,'2016-07-02 09:30:44','2016-07-02 09:30:44',906,,,raw_message.mht,0702/0146746264430725-x4UjS6,,,10684,,text/html
160702-000007,Incidentes,619,,,'2016-07-02 09:45:40','2016-07-02 09:45:40',907,,,raw_message.mht,0702/0146746354132568-0rieXl,,,15105,,text/html
160702-000008,Incidentes,620,,,'2016-07-02 10:30:42','2016-07-02 10:30:42',908,,,raw_message.mht,0702/0146746624320198-JvaAe1,,,15937,,text/html
160702-000009,Incidentes,621,,,'2016-07-02 10:30:42','2016-07-02 10:30:42',909,,,raw_message.mht,0702/0146746624320212-OeeeU8,,,16145,,text/html
160702-000010,Incidentes,622,,,'2016-07-02 11:00:44','2016-07-02 11:00:44',910,,,raw_message.mht,0702/014674680456633-58JnSP,,,10187,,text/html
160702-000012,Incidentes,624,,,'2016-07-02 15:45:47','2016-07-02 15:45:47',912,,,raw_message.mht,0702/0146748514718116-5o2mhE,,,15576,,text/html
160702-000013,Incidentes,625,,,'2016-07-02 18:45:41','2016-07-02 18:45:41',913,,,raw_message.mht,0702/0146749594124440-fIA8SF,,,10716,,text/html
160702-000014,Incidentes,626,,,'2016-07-02 19:00:43','2016-07-02 19:00:43',914,,,raw_message.mht,0702/014674968439888-jZNXv3,,,10831,,text/html
160702-000016,Incidentes,628,,,'2016-07-02 19:45:41','2016-07-02 19:45:41',916,,,raw_message.mht,0702/0146749954129360-3YwQUf,,,10446,,text/html
160702-000017,Incidentes,629,,,'2016-07-02 21:45:43','2016-07-02 21:45:43',920,,,raw_message.mht,0702/014675067434617-AxpWwn,,,35810,,text/html
160702-000017,Incidentes,629,,,'2016-07-06 15:36:28','2016-07-06 15:36:28',1424,,,Certificado cobertura - IXQ198.pdf,0706/0146783018832600-JGSLiu,,,68336,,application/pdf
160702-000018,Incidentes,630,,,'2016-07-02 21:45:44','2016-07-02 21:45:44',921,,,raw_message.mht,0702/014675067444770-yAnwBk,,,16591,,text/html
160703-000000,Incidentes,631,,,'2016-07-03 02:15:54','2016-07-03 02:15:54',922,,,raw_message.mht,0703/0146752295521070-Ds5ZbI,,,10748,,text/html
160703-000001,Incidentes,632,,,'2016-07-03 02:30:42','2016-07-03 02:30:42',923,,,Siniawski QBE Iva.pdf,0703/0146752384311208-c2s7Be,,,104873,,application/pdf
160703-000001,Incidentes,632,,,'2016-07-03 02:30:42','2016-07-03 02:30:42',924,,,raw_message.mht,0703/1146752384311208-M4zgGh,,,163592,,text/html
160703-000002,Incidentes,633,,,'2016-07-03 11:15:49','2016-07-03 11:15:49',925,,,raw_message.mht,0703/0146755534916658-kYuyIb,,,10738,,text/html
160703-000002,Incidentes,633,,,'2016-07-06 11:34:50','2016-07-06 11:34:50',1341,,,Certificado de Mercosur.pdf,0706/01467815690577-GGkt7N,,,73108,,application/pdf
160703-000002,Incidentes,633,,,'2016-07-06 11:34:50','2016-07-06 11:34:50',1342,,,Certificado de cobertura  .pdf,0706/11467815690577-m60yes,,,68413,,application/pdf
160703-000003,Incidentes,634,,,'2016-07-03 11:15:50','2016-07-03 11:15:50',928,,,raw_message.mht,0703/0146755535016706-BD66ma,,,95031,,text/html
160703-000004,Incidentes,635,,,'2016-07-03 12:15:47','2016-07-03 12:15:47',929,,,raw_message.mht,0703/014675589478854-HMaFkd,,,21366,,text/html
160703-000005,Incidentes,636,,,'2016-07-03 12:45:45','2016-07-03 12:45:45',930,,,raw_message.mht,0703/014675607465232-9AAj6V,,,9916,,text/html
160703-000005,Incidentes,636,,,'2016-07-06 15:06:18','2016-07-06 15:06:18',1410,,,Póliza - AA025YC.pdf,0706/0146782837824461-dk8fYp,,,72819,,application/pdf
160703-000005,Incidentes,636,,,'2016-07-06 15:06:18','2016-07-06 15:06:18',1411,,,Mercosur - AA025YC.pdf,0706/1146782837824461-IayM0A,,,73239,,application/pdf
160703-000005,Incidentes,636,,,'2016-07-06 15:06:18','2016-07-06 15:06:18',1412,,,Cláusulas - AA025YC.pdf,0706/2146782837824461-SbAHUN,,,152399,,application/pdf
160703-000005,Incidentes,636,,,'2016-07-06 15:06:18','2016-07-06 15:06:18',1413,,,Certificado cobertura - AA025YC.pdf,0706/3146782837824461-i9HhX3,,,68592,,application/pdf
160703-000006,Incidentes,637,,,'2016-07-03 12:45:45','2016-07-03 12:45:45',931,,,raw_message.mht,0703/014675607465264-0B2lMl,,,14983,,text/html
160703-000007,Incidentes,638,,,'2016-07-03 14:45:43','2016-07-03 14:45:43',932,,,raw_message.mht,0703/0146756794421968-vOC6aK,,,10161,,text/html
160703-000008,Incidentes,639,,,'2016-07-03 15:15:47','2016-07-03 15:15:47',934,,,Mosquera tarj.pdf,0703/0146756974824967-1O8hO2,,,72885,,application/octet-stream
160703-000008,Incidentes,639,,,'2016-07-03 15:15:47','2016-07-03 15:15:47',935,,,Mosquera pz.pdf,0703/1146756974824967-KVCjZR,,,73865,,application/octet-stream
160703-000008,Incidentes,639,,,'2016-07-03 15:15:47','2016-07-03 15:15:47',936,,,raw_message.mht,0703/2146756974824967-X1JS9w,,,269031,,text/html
160703-000008,Incidentes,639,,,'2016-07-06 11:06:03','2016-07-06 11:06:03',1328,,,Póliza - ELI611.pdf,0706/014678139636908-fVZ0zG,,,75009,,application/pdf
160703-000008,Incidentes,639,,,'2016-07-06 11:06:03','2016-07-06 11:06:03',1329,,,Mercosur - ELI611.pdf,0706/114678139646908-gSSzn7,,,73232,,application/pdf
160703-000008,Incidentes,639,,,'2016-07-06 11:06:03','2016-07-06 11:06:03',1330,,,Cláusulas generales - ELI611.pdf,0706/214678139646908-tvSBKy,,,78664,,application/pdf
160703-000008,Incidentes,639,,,'2016-07-06 11:06:03','2016-07-06 11:06:03',1331,,,Cláusulas - ELI611.pdf,0706/314678139646908-vSRH10,,,122302,,application/pdf
160703-000008,Incidentes,639,,,'2016-07-06 11:06:03','2016-07-06 11:06:03',1332,,,Certificado cobertura - ELI611.pdf,0706/414678139646908-mIk6pu,,,68294,,application/pdf
160703-000009,Incidentes,640,,,'2016-07-03 19:00:45','2016-07-03 19:00:45',937,,,raw_message.mht,0703/014675832458664-8Xx30G,,,14119,,text/html
160703-000009,Incidentes,640,,,'2016-07-06 11:34:42','2016-07-06 11:34:42',1340,,,Cupón de pago  - DXX938.pdf,0706/0146781568222669-EeBGGo,,,46609,,application/pdf
160703-000010,Incidentes,641,,,'2016-07-03 19:00:45','2016-07-03 19:00:45',938,,,raw_message.mht,0703/014675832468673-SizSV2,,,10158,,text/html
160703-000010,Incidentes,641,,,'2016-07-05 17:55:57','2016-07-05 17:55:57',1258,,,Mercosur - MFZ399.pdf,0705/014677521573857-no0OBP,,,73077,,application/pdf
160703-000010,Incidentes,641,,,'2016-07-05 17:55:57','2016-07-05 17:55:57',1259,,,Certificado cobertura - MFZ399.pdf,0705/114677521623857-Ood9XT,,,68359,,application/pdf
160703-000011,Incidentes,642,,,'2016-07-03 20:30:43','2016-07-03 20:30:43',945,,,raw_message.mht,0703/0146758864322795-x2suic,,,122801,,text/html
160703-000012,Incidentes,643,,,'2016-07-03 21:15:45','2016-07-03 21:15:45',947,,,raw_message.mht,0703/0146759134619981-INPVWR,,,61963,,text/html
160703-000013,Incidentes,644,,,'2016-07-03 21:45:42','2016-07-03 21:45:42',948,,,raw_message.mht,0703/014675931433405-rfuZQh,,,14707,,text/html
160703-000013,Incidentes,644,,,'2016-07-06 16:30:11','2016-07-07 12:10:04',1440,,,JUNIO - MZE390.pdf,0706/014678334113078-PTY2ou,,,46588,,application/pdf
160704-000001,Incidentes,646,,,'2016-07-04 04:15:47','2016-07-04 04:15:47',950,,,raw_message.mht,0704/0146761654713978-9PZHpV,,,12275,,text/html
160704-000002,Incidentes,647,,,'2016-07-04 06:45:47','2016-07-04 06:45:47',951,,,raw_message.mht,0704/014676255481007-hAjJmW,,,13858,,text/html
160704-000002,Incidentes,647,,,'2016-07-05 15:26:15','2016-07-05 15:26:15',1226,,,"Castiñeyra, Yesica - Tarj Circulación.pdf",0705/014677431754300-jW8Vc9,,,73250,,application/pdf
160704-000002,Incidentes,647,,,'2016-07-05 15:26:15','2016-07-05 15:26:15',1227,,,"Castiñeyra, Yesica - Póliza.pdf",0705/114677431754300-rqjqaH,,,68297,,application/pdf
160704-000003,Incidentes,648,,,'2016-07-04 07:45:45','2016-07-04 07:45:45',952,,,raw_message.mht,0704/014676291455045-Qa3RZD,,,15479,,text/html
160704-000003,Incidentes,648,,,'2016-07-05 16:12:47','2016-07-05 16:12:47',1235,,,Aveiro - Certif Cobertura.PDF,0705/0146774596748177-k2dBsM,,,68289,,application/pdf
160704-000003,Incidentes,648,,,'2016-07-05 16:12:47','2016-07-05 16:12:47',1236,,,Aveiro - Tarj Circulacion.PDF,0705/1146774596748177-fl1XQh,,,73074,,application/pdf
160704-000005,Incidentes,650,,,'2016-07-04 08:45:45','2016-07-04 08:45:45',958,,,image001.jpg,0704/0146763274520758-DeGsTW,,,7112,,image/jpeg
160704-000005,Incidentes,650,,,'2016-07-04 08:45:45','2016-07-04 08:45:45',959,,,raw_message.mht,0704/1146763274520758-fBXPja,,,30817,,text/html
160704-000006,Incidentes,651,,,'2016-07-04 08:45:45','2016-07-04 08:45:45',960,,,raw_message.mht,0704/0146763274520773-PA8aYP,,,42833,,text/html
160704-000007,Incidentes,652,,,'2016-07-04 08:45:46','2016-07-04 08:45:46',965,,,raw_message.mht,0704/0146763274720907-SPE8cp,,,36692,,text/html
160704-000007,Incidentes,652,,,'2016-07-07 14:49:59','2016-07-07 14:49:59',1594,,,"Silva, Natalia - Tarj Circulacion.pdf",0707/014679137991890-MXLL3I,,,73081,,application/pdf
160704-000007,Incidentes,652,,,'2016-07-07 14:49:59','2016-07-07 14:49:59',1595,,,"Silva, Natalia - Certif Cobertura.pdf",0707/114679137991890-xHeCBh,,,68297,,application/pdf
160704-000008,Incidentes,653,,,'2016-07-04 08:45:47','2016-07-04 08:45:47',966,,,raw_message.mht,0704/0146763274821015-3IqcGA,,,11345,,text/html
160704-000009,Incidentes,654,,,'2016-07-04 09:15:49','2016-07-04 09:15:49',967,,,raw_message.mht,0704/01467634550457-6nACvc,,,10811,,text/html
160704-000010,Incidentes,655,,,'2016-07-04 09:15:50','2016-07-04 09:15:50',968,,,raw_message.mht,0704/01467634550504-ckSjGz,,,10300,,text/html
160704-000010,Incidentes,655,,,'2016-07-05 14:28:41','2016-07-05 14:28:41',1204,,,MERCOSUR.pdf,0705/01467739721909-RIsur2,,,73246,,application/pdf
160704-000010,Incidentes,655,,,'2016-07-05 14:28:41','2016-07-05 14:28:41',1205,,,POLIZA.pdf,0705/11467739721909-vTzDfj,,,71181,,application/pdf
160704-000011,Incidentes,656,,,'2016-07-04 09:30:49','2016-07-04 09:30:49',970,,,raw_message.mht,0704/0146763545023014-Dg6IvN,,,31454,,text/html
160704-000011,Incidentes,656,,,'2016-07-05 14:56:47','2016-07-05 14:56:47',1216,,,MERCOSUR.pdf,0705/0146774140729849-BjQ7aS,,,73257,,application/pdf
160704-000011,Incidentes,656,,,'2016-07-05 14:56:47','2016-07-05 14:56:47',1217,,,POLIZA.pdf,0705/1146774140729849-zsekDx,,,75027,,application/pdf
160704-000012,Incidentes,657,,,'2016-07-04 09:45:44','2016-07-04 09:45:44',971,,,raw_message.mht,0704/0146763634410725-wXXKAS,,,10476,,text/html
160704-000013,Incidentes,658,,,'2016-07-04 09:45:44','2016-07-04 09:45:44',972,,,raw_message.mht,0704/0146763634510745-seSdV6,,,10321,,text/html
160704-000014,Incidentes,659,,,'2016-07-04 10:00:53','2016-07-04 10:00:53',973,,,raw_message.mht,0704/014676372541203-xoBfno,,,21599,,text/html
160704-000015,Incidentes,660,,,'2016-07-04 10:15:48','2016-07-04 10:15:48',976,,,raw_message.mht,0704/0146763814927200-ywCvK2,,,32850,,text/html
160704-000016,Incidentes,661,,,'2016-07-04 10:15:50','2016-07-04 10:15:50',979,,,raw_message.mht,0704/0146763815127355-tgXhBh,,,818747,,text/html
160704-000017,Incidentes,662,,,'2016-07-04 10:30:46','2016-07-04 10:30:46',984,,,raw_message.mht,0704/0146763904726219-PcheBb,,,81268,,text/html
160704-000018,Incidentes,663,,,'2016-07-04 10:30:46','2016-07-04 10:30:46',985,,,raw_message.mht,0704/0146763904726207-biX23j,,,105737,,text/html
